Algorithm,Time Ran,Profit,Optional Profit,Tasks Scheduled,Required Tasks Scheduled,Optional Tasks Scheduled,Waiting Time,Working Time,Distance Traveled,Test Name,Available Tasks,Days,Average Duration of Tasks,Average Time Windows Per Task,Average Length of Time Windows,Available Release Tasks,VNS Incumbent Profit,intProg Optimal
GBOOBD,0.009536982,5491,283,61,8,53,1027,3621,1756,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
GBOFRT,0.009941101,5476,268,53,8,45,1128,3228,1452,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
GBOPOA,0.009262085,5492,284,60,8,52,1233,3562,1700,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
GBOOBP,0.00999403,5476,268,53,8,45,1128,3228,1452,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
GPC,0.163377047,4824,267,57,7,50,1420,3236,1745,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
VNS,306.302129,5494,286,61,8,53,877,3615,1742,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,5492,
TRI,300.0074599,5501,293,63,8,55,1328,3736,1538,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,
IP,308.8589289,5497,289,61,8,53,892,3535,1897,test_fiveDay_1.csv,64,5,59.875,4.75,214,0,,FALSE
GBOOBD,0.007151842,5287,79,20,8,12,169,662,562,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
GBOFRT,0.008188963,5288,80,17,8,9,193,659,538,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
GBOPOA,0.007457972,5279,71,19,8,11,195,690,484,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
GBOOBP,0.007991076,5288,80,17,8,9,193,659,538,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
GPC,0.068429947,3986,80,18,6,12,192,729,469,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
VNS,303.8299761,5298,90,20,8,12,37,767,540,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,5288,
TRI,300.0054131,4637,80,22,7,15,178,685,500,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,
IP,301.9300342,4645,88,22,7,15,63,647,654,test_oneDay_1.csv,64,1,58.484375,1.5,192,0,,FALSE
GBOOBD,0.008941889,53864,1856,47,8,39,698,2119,1170,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
GBOFRT,0.00855279,53963,1955,39,8,31,798,1941,1024,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
GBOPOA,0.008491993,54155,2147,43,8,35,599,1968,1160,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
GBOOBP,0.00850296,53963,1955,39,8,31,798,1941,1024,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
GPC,0.128447056,41010,2004,46,6,40,594,2170,1247,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
VNS,304.2456019,54315,2307,48,8,40,180,2267,1207,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,54155,
TRI,300.0044229,54175,2167,49,8,41,535,2308,1174,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,
IP,305.3324549,54554,2546,51,8,43,332,2592,1169,test_oneHundredPriority_1.csv,64,3,55.609375,2.8125,208,0,,FALSE
GBOOBD,0.017765999,5374,166,40,8,32,357,1880,1826,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
GBOFRT,0.008682013,5384,176,33,8,25,235,1987,1528,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
GBOPOA,0.00807786,5365,157,35,8,27,481,1878,1547,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
GBOOBP,0.008593082,5384,176,33,8,25,235,1987,1528,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
GPC,0.114603043,2765,161,38,4,34,363,1767,1640,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
VNS,303.704658,5391,183,37,8,29,50,2131,1612,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,5384,
TRI,300.007796,5385,177,43,8,35,524,2068,1323,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,
IP,305.3247781,5414,206,45,8,37,261,2227,1722,test_oneHundredTwentyLocation_1.csv,64,3,55.296875,3.046875,211,0,,FALSE
GBOOBD,0.020179033,560,32,40,8,32,406,2374,1139,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
GBOFRT,0.009585142,560,32,40,8,32,406,2374,1139,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
GBOPOA,0.008436918,560,32,40,8,32,651,2433,1008,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
GBOOBP,0.009164095,560,32,40,8,32,406,2374,1139,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
GPC,0.107455969,297,33,37,4,33,637,2479,951,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
VNS,303.8039641,562,34,42,8,34,115,2469,1140,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,560,
TRI,300.002862,561,33,41,8,33,323,2584,1133,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,
IP,310.0110621,564,36,44,8,36,220,2782,977,test_onePriority_1.csv,64,3,71.453125,2.890625,222,0,,FALSE
GBOOBD,0.045505047,20863,207,53,16,37,163,2349,1432,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
GBOFRT,0.026160955,20929,273,50,16,34,364,2354,1240,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
GBOPOA,0.024756908,20894,238,47,16,31,280,2407,1270,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
GBOOBP,0.026138067,20929,273,50,16,34,364,2354,1240,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
GPC,0.467767,6684,229,48,5,43,325,2342,1341,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
VNS,304.3200481,20939,283,52,16,36,93,2497,1240,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,20929,
TRI,300.0112572,16998,215,48,13,35,200,2530,1299,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,
IP,332.772661,6544,89,21,5,16,1445,1128,608,test_oneTwentyEightTask_1.csv,128,3,62.9765625,3.3125,209,0,,FALSE
GBOOBD,0.049928188,5373,165,40,8,32,344,2265,954,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
GBOFRT,0.00793004,5407,199,38,8,30,464,2224,824,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
GBOPOA,0.00792098,5407,199,38,8,30,558,2111,850,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
GBOOBP,0.007852077,5407,199,38,8,30,464,2224,824,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
GPC,0.093199968,3423,168,36,5,31,614,2118,870,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
VNS,303.3791399,5412,204,40,8,32,224,2363,899,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,5407,
TRI,300.003643,5393,185,39,8,31,410,2150,987,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,
IP,310.4578609,5435,227,46,8,38,200,2618,1222,test_oneWindow_1.csv,64,3,61.96875,1.984375,211,0,,FALSE
GBOOBD,0.077486992,5511,303,64,8,56,2151,3869,1692,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
GBOFRT,0.010146141,5502,294,61,8,53,2232,3629,1516,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
GBOPOA,0.009857893,5510,302,63,8,55,2314,3790,1625,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
GBOOBP,0.010078907,5502,294,61,8,53,2232,3629,1516,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
GPC,0.166903973,4848,291,60,7,53,1757,3524,1716,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
VNS,304.5854859,5511,303,64,8,56,1550,3869,1692,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,5511,
TRI,300.0053561,5511,303,64,8,56,2102,3869,1745,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,
IP,94.93078494,5511,303,64,8,56,2894,3869,1821,test_sevenDay_1.csv,64,7,60.453125,5.921875,211,0,,TRUE
GBOOBD,0.044692993,3454,199,39,5,34,609,2252,1050,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
GBOFRT,0.00789094,5418,210,41,8,33,521,2409,1030,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
GBOPOA,0.007023096,3469,214,37,5,32,730,2195,1025,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
GBOOBP,0.007261992,3476,221,39,5,34,448,2412,1008,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
GPC,0.090754032,2144,191,37,3,34,448,2311,1138,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
VNS,303.884186,3483,228,41,5,36,184,2499,1075,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,3476,
TRI,300.0031569,5399,191,41,8,33,389,2212,1011,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,
IP,305.4105239,5440,232,44,8,36,211,2720,1108,test_sixteenDependencies_1.csv,64,3,64.46875,3.15625,226,16,,FALSE
GBOOBD,0.052664042,10549,133,43,16,27,440,2352,1108,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
GBOFRT,0.008918047,10571,155,42,16,26,531,2240,1091,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
GBOPOA,0.008767128,10573,157,42,16,26,415,2266,1017,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
GBOOBP,0.008760929,10571,155,42,16,26,531,2240,1091,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
GPC,0.125921011,7322,161,43,11,32,671,2277,908,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
VNS,303.659518,10579,163,44,16,28,190,2423,1094,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,10573,
TRI,300.0051579,10576,160,45,16,29,648,2421,1007,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,
IP,305.353183,10612,196,50,16,34,207,2687,1208,test_sixteenRequired_1.csv,64,3,59.203125,3.109375,206,0,,FALSE
GBOOBD,0.038284063,406,64,16,2,14,2034,1017,339,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
GBOFRT,0.001082897,406,64,16,2,14,1780,1017,394,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
GBOPOA,0.001085043,406,64,16,2,14,1741,1017,433,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
GBOOBP,0.001070023,406,64,16,2,14,1780,1017,394,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
GPC,0.004106998,405,63,15,2,13,1807,984,400,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
VNS,303.3752141,406,64,16,2,14,1303,1017,394,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,406,
TRI,300.0006781,406,64,16,2,14,1714,1017,348,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,
IP,0.317399025,406,64,16,2,14,1919,1017,410,test_sixteenTask_1.csv,16,3,63.5625,3,215,0,,TRUE
GBOOBD,0.021786928,5489,281,58,8,50,802,1630,1368,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
GBOFRT,0.008580923,5502,294,57,8,49,765,1627,1532,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
GBOPOA,0.008145094,5500,292,58,8,50,850,1616,1388,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
GBOOBP,0.008553982,5502,294,57,8,49,765,1627,1532,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
GPC,0.144390106,4822,265,56,7,49,604,1639,1544,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
VNS,304.4001391,5515,307,60,8,52,448,1688,1564,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,5502,
TRI,300.0041599,5519,311,62,8,54,753,1764,1348,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,
IP,305.3544669,5518,310,62,8,54,584,1726,1774,test_sixtyDuration_1.csv,64,3,28.5625,3.0625,188,0,,FALSE
GBOOBD,0.044417143,5442,234,51,8,43,234,2376,1327,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
GBOFRT,0.010142088,5460,252,46,8,38,487,2145,1328,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
GBOPOA,0.009860039,5454,246,46,8,38,488,2173,1253,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
GBOOBP,0.010149002,5460,252,46,8,38,487,2145,1328,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
GPC,0.15385294,3480,225,49,5,44,430,2481,1169,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
VNS,303.694041,5465,257,48,8,40,150,2329,1345,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,5460,
TRI,300.0071521,5460,252,51,8,43,372,2503,1124,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,
IP,305.536088,5455,247,47,8,39,424,2210,1320,test_sixtyFourConsistent_1.csv,64,3,54.234375,4.6875,205,0,,FALSE
GBOOBD,0.021859884,5439,231,49,8,41,316,2921,742,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
GBOFRT,0.008250952,5436,228,42,8,34,566,2651,596,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
GBOPOA,0.008234024,5433,225,43,8,35,526,2665,627,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
GBOOBP,0.008283854,5436,228,42,8,34,566,2651,596,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
GPC,0.125519037,5397,189,44,8,36,448,2750,599,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
VNS,305.1480789,5445,237,51,8,43,100,3054,760,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,5439,
TRI,300.008049,5457,249,47,8,39,487,2926,628,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,
IP,305.414284,5376,168,35,8,27,829,2361,485,test_thirtyLocation_1.csv,64,3,63.875,2.78125,209,0,,FALSE
GBOOBD,0.052661896,5423,215,44,8,36,279,2494,1190,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
GBOFRT,0.009346962,5434,226,41,8,33,464,2291,1062,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
GBOPOA,0.009016037,5435,227,43,8,35,512,2333,1075,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
GBOOBP,0.009238005,5434,226,41,8,33,464,2291,1062,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
GPC,0.118579149,4101,195,40,6,34,446,2312,1212,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
VNS,303.6276481,5452,244,45,8,37,267,2452,1079,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,5435,
TRI,300.003274,5434,226,45,8,37,218,2513,1208,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,
IP,305.337867,5447,239,44,8,36,263,2352,1411,test_thirtyTwoConsistent_1.csv,64,3,61.28125,3.75,201,0,,FALSE
GBOOBD,0.04077816,2113,160,36,3,33,469,2340,1085,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
GBOFRT,0.006753922,4694,137,34,7,27,708,2149,961,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
GBOPOA,0.00556016,2106,153,32,3,29,808,2054,817,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
GBOOBP,0.005273104,2094,141,33,3,30,652,2123,902,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
GPC,0.070354939,2760,156,35,4,31,727,2193,979,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
VNS,303.4638789,2785,181,40,4,36,269,2351,1089,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,2760,
TRI,300.0055308,4714,157,37,7,30,526,2300,1010,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,
IP,305.438076,4106,200,43,6,37,322,2650,1145,test_thirtyTwoDependencies_1.csv,64,3,66.0625,2.875,202,32,,FALSE
GBOOBD,0.047822952,20256,75,43,31,12,510,2283,1062,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
GBOFRT,0.009493113,20256,75,41,31,10,537,2272,975,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
GBOPOA,0.008447886,19626,96,46,30,16,493,2395,1118,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
GBOOBP,0.010582924,20256,75,41,31,10,537,2272,975,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
GPC,0.132798195,13160,140,44,20,24,475,2336,1086,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
VNS,303.8441191,20283,102,47,31,16,224,2513,1053,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,20256,
TRI,300.0060499,18332,104,45,28,17,375,2469,1018,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,
IP,305.362978,19642,112,48,30,18,168,2577,1376,test_thirtyTwoRequired_1.csv,64,3,58.6875,3.125,202,0,,FALSE
GBOOBD,0.045824051,1466,142,32,4,28,781,1910,761,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
GBOFRT,0.002880096,1463,139,30,4,26,1351,1716,693,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
GBOPOA,0.002842903,1466,142,32,4,28,758,1910,705,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
GBOOBP,0.002933979,1463,139,30,4,26,1351,1716,693,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
GPC,0.021015882,1459,135,30,4,26,1082,1736,760,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
VNS,303.4043608,1466,142,32,4,28,422,1910,705,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,1466,
TRI,300.002352,1466,142,32,4,28,816,1910,783,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,
IP,2.945726871,1466,142,32,4,28,753,1910,830,test_thirtyTwoTask_1.csv,32,3,59.6875,3.1875,221,0,,TRUE
GBOOBD,0.044543028,4633,76,21,7,14,268,2956,616,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
GBOFRT,0.006796122,4642,85,19,7,12,462,2949,539,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
GBOPOA,0.006675005,4650,93,22,7,15,639,2676,497,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
GBOOBP,0.006767035,4642,85,19,7,12,462,2949,539,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
GPC,0.051597118,2053,100,20,3,17,793,2623,532,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
VNS,308.1524851,4661,104,25,7,18,288,2927,627,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,4650,
TRI,300.003412,4653,96,25,7,18,203,3266,600,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,
IP,305.3238089,4048,142,28,6,22,228,3229,668,test_threeHundredSixtyDuration_1.csv,64,3,190,2.984375,273,0,,FALSE
GBOOBD,0.04695797,5391,183,46,8,38,652,2208,1161,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
GBOFRT,0.00901413,5412,204,40,8,32,737,2034,1139,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
GBOPOA,0.008618116,5406,198,42,8,34,571,2025,1193,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
GBOOBP,0.008989096,5412,204,40,8,32,737,2034,1139,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
GPC,0.128165007,4093,187,42,6,36,693,2060,1223,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
VNS,303.808754,5421,213,43,8,35,438,2191,1201,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,5412,
TRI,300.0040231,5423,215,46,8,38,420,2366,1204,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,
IP,305.338948,5448,240,50,8,42,192,2561,1239,test_threeWindow_1.csv,64,3,57.15625,3.9375,149,0,,FALSE
GBOOBD,0.067686081,77261,131,59,30,29,245,2483,1446,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
GBOFRT,0.058637142,77299,169,55,30,25,275,2527,1396,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
GBOPOA,0.06418395,79879,178,58,31,27,200,2572,1385,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
GBOOBP,0.05893302,77299,169,55,30,25,275,2527,1396,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
GPC,1.419264078,20824,256,58,8,50,298,2439,1373,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
VNS,304.8075161,79898,197,62,31,31,36,2670,1387,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,79879,
TRI,300.0332849,36253,259,65,14,51,212,2726,1263,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,
IP,480.959487,7764,51,16,3,13,1011,758,465,test_twoFiftySixTask_1.csv,256,3,62.4609375,3.03515625,214,0,,FALSE
GBOOBD,0.055183887,4671,114,32,7,25,393,2848,789,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
GBOFRT,0.007135153,4697,140,31,7,24,549,2571,877,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
GBOPOA,0.007499933,4684,127,30,7,23,671,2513,807,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
GBOOBP,0.007119894,4697,140,31,7,24,549,2571,877,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
GPC,0.089632988,3364,109,30,5,25,444,2646,773,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
VNS,303.7906082,4710,153,34,7,27,222,2783,911,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,4697,
TRI,300.0052738,4688,131,31,7,24,403,2757,854,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,
IP,305.3711619,4705,148,32,7,25,195,2981,899,test_twoHundredFortyDuration_1.csv,64,3,122.65625,2.65625,239,0,,FALSE
GBOOBD,0.029497862,5306,98,26,8,18,262,1358,2128,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
GBOFRT,0.007328987,5349,141,30,8,22,329,1658,2015,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
GBOPOA,0.007508993,5315,107,24,8,16,283,1336,2225,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
GBOOBP,0.007261992,5349,141,30,8,22,329,1658,2015,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
GPC,0.066931009,2072,119,25,3,22,720,1129,2038,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
VNS,303.9612639,5352,144,32,8,24,69,1744,2062,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,5349,
TRI,300.0041649,5322,114,28,8,20,363,1375,2105,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,
IP,310.120544,5351,143,28,8,20,166,1578,2310,test_twoHundredFortyLocation_1.csv,64,3,54.71875,2.96875,200,0,,FALSE
GBOOBD,0.020829916,296,296,46,0,46,536,2520,1087,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
GBOFRT,0.008220911,291,291,41,0,41,736,2218,1011,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
GBOPOA,0.008319139,288,288,42,0,42,654,2321,1092,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
GBOOBP,0.008332968,291,291,41,0,41,736,2218,1011,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
GPC,0.117673874,256,256,40,0,40,557,2350,947,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
VNS,303.7943239,311,311,48,0,48,160,2727,1109,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,296,
TRI,300.006546,307,307,47,0,47,367,2503,1341,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,
IP,305.4141719,329,329,50,0,50,78,2851,1129,test_zeroRequired_1.csv,64,3,63.03125,2.859375,212,0,,FALSE
GBOOBD,0.070965052,5424,216,42,8,34,395,2476,1069,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
GBOFRT,0.008819818,5434,226,40,8,32,584,2358,1093,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
GBOPOA,0.008906841,5437,229,41,8,33,527,2555,961,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
GBOOBP,0.00880599,5434,226,40,8,32,584,2358,1093,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
GPC,0.114843845,2796,192,38,4,34,768,2170,938,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
VNS,303.70438,5455,247,45,8,37,112,2830,1083,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,5437,
TRI,300.007777,5434,226,43,8,35,486,2424,1036,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,
IP,305.3719909,5476,268,48,8,40,82,2906,1102,test_baseline_2.csv,64,3,66.703125,2.953125,218,0,,FALSE
GBOOBD,0.05880785,5509,301,60,8,52,908,3476,1826,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
GBOFRT,0.009042025,5507,299,58,8,50,941,3414,1583,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
GBOPOA,0.009211779,5512,304,59,8,51,484,3466,1770,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
GBOOBP,0.008988857,5507,299,58,8,50,941,3414,1583,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
GPC,0.151022196,4828,271,55,7,48,1455,3164,1582,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
VNS,304.4753909,5516,308,61,8,53,228,3561,1731,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,5512,
TRI,300.0063031,5517,309,62,8,54,1316,3592,1552,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,
IP,308.8437212,5518,310,61,8,53,679,3555,1809,test_fiveDay_2.csv,64,5,58.671875,4.375,208,0,,FALSE
GBOOBD,0.024111986,4614,57,17,7,10,168,812,376,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
GBOFRT,0.007057905,4620,63,15,7,8,153,833,392,test_oneDay_2.csv,64,1,54.875,1.390625,196,0,,
